#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime
N4|352A|00|HHZ|31.4793|-84.9274|93.1|0.0|0.0|-90.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2019-03-11T21:33:00.0000|2025-02-02T21:00:00.0000
N4|352A|00|HHZ|31.4793|-84.9274|93.1|0.0|0.0|-90.0|Velocity Sensor|6.29147E8|0.05|m/s|100.0|2025-02-02T21:00:00.0000|
N4|KMSC||BHE|35.141998|-81.333298|240.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|m/s|40.0|2018-08-15T20:35:17.0000|2019-03-17T00:00:00.0000
N4|KMSC||BHN|35.141998|-81.333298|240.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|m/s|40.0|2018-08-15T20:35:17.0000|2019-03-17T00:00:00.0000
N4|KMSC||BHZ|35.141998|-81.333298|240.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|m/s|40.0|2018-08-15T20:35:17.0000|2019-03-17T00:00:00.0000
N4|KMSC||HHE|35.141998|-81.333298|240.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|m/s|100.0|2018-08-15T20:35:17.0000|2019-03-17T00:00:00.0000
N4|KMSC||HHN|35.141998|-81.333298|240.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|m/s|100.0|2018-08-15T20:35:17.0000|2019-03-17T00:00:00.0000
N4|KMSC||HHZ|35.141998|-81.333298|240.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|m/s|100.0|2018-08-15T20:35:17.0000|2019-03-17T00:00:00.0000
N4|KMSC|00|HH1|35.142|-81.3333|240.0|0.0|0.0|0.0|Velocity Sensor|2.4629E9|0.02|m/s|100.0|2019-03-12T21:27:00.0000|2021-07-21T17:17:00.0000
N4|KMSC|00|HH1|35.142|-81.3333|240.0|0.0|0.0|0.0|Velocity Sensor|2.4629E9|0.02|m/s|100.0|2021-07-21T17:17:00.0000|2022-03-04T21:30:00.0000
N4|KMSC|00|HH1|35.142|-81.3333|240.0|0.0|0.0|0.0|Velocity Sensor|2.45451E9|0.02|m/s|100.0|2022-03-04T21:30:00.0000|
N4|KMSC|00|HH2|35.142|-81.3333|240.0|0.0|90.0|0.0|Velocity Sensor|2.4629E9|0.02|m/s|100.0|2019-03-12T21:27:00.0000|2021-07-21T17:17:00.0000
N4|KMSC|00|HH2|35.142|-81.3333|240.0|0.0|90.0|0.0|Velocity Sensor|2.4629E9|0.02|m/s|100.0|2021-07-21T17:17:00.0000|2022-03-04T21:30:00.0000
N4|KMSC|00|HH2|35.142|-81.3333|240.0|0.0|90.0|0.0|Velocity Sensor|2.45451E9|0.02|m/s|100.0|2022-03-04T21:30:00.0000|
N4|KMSC|00|HHZ|35.142|-81.3333|240.0|0.0|0.0|-90.0|Velocity Sensor|2.4629E9|0.02|m/s|100.0|2019-03-12T21:27:00.0000|2021-07-21T17:17:00.0000
N4|KMSC|00|HHZ|35.142|-81.3333|240.0|0.0|0.0|-90.0|Velocity Sensor|2.4629E9|0.02|m/s|100.0|2021-07-21T17:17:00.0000|2022-03-04T21:30:00.0000
N4|KMSC|00|HHZ|35.142|-81.3333|240.0|0.0|0.0|-90.0|Velocity Sensor|2.45451E9|0.02|m/s|100.0|2022-03-04T21:30:00.0000|
N4|N47A||BHE|40.8801|-85.694199|252.0|0.0|90.5|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-05-12T17:32:28.0000|2019-03-17T00:00:00.0000
N4|N47A||BHN|40.8801|-85.694199|252.0|0.0|0.5|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-05-12T17:32:28.0000|2019-03-17T00:00:00.0000
N4|N47A||BHZ|40.8801|-85.694199|252.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-05-12T17:32:28.0000|2019-03-17T00:00:00.0000
N4|N47A||HHE|40.8801|-85.694199|252.0|0.0|90.5|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-05-12T17:32:28.0000|2019-03-17T00:00:00.0000
N4|N47A||HHN|40.8801|-85.694199|252.0|0.0|0.5|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-05-12T17:32:28.0000|2019-03-17T00:00:00.0000
N4|N47A||HHZ|40.8801|-85.694199|252.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-05-12T17:32:28.0000|2019-03-17T00:00:00.0000
N4|N47A|00|HH1|40.8801|-85.6942|252.0|0.0|1.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-13T23:05:00.0000|
N4|N47A|00|HH2|40.8801|-85.6942|252.0|0.0|91.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-13T23:05:00.0000|
N4|N47A|00|HHZ|40.8801|-85.6942|252.0|0.0|0.0|-90.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-13T23:05:00.0000|
N4|N49A||BHE|40.922001|-84.182503|225.0|0.0|90.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-05-11T15:00:10.0000|2019-03-17T00:00:00.0000
N4|N49A||BHN|40.922001|-84.182503|225.0|0.0|0.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-05-11T15:00:10.0000|2019-03-17T00:00:00.0000
N4|N49A||BHZ|40.922001|-84.182503|225.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-05-11T15:00:10.0000|2019-03-17T00:00:00.0000
N4|N49A||HHE|40.922001|-84.182503|225.0|0.0|90.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-05-11T15:00:10.0000|2019-03-17T00:00:00.0000
N4|N49A||HHN|40.922001|-84.182503|225.0|0.0|0.0|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-05-11T15:00:10.0000|2019-03-17T00:00:00.0000
N4|N49A||HHZ|40.922001|-84.182503|225.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-05-11T15:00:10.0000|2019-03-17T00:00:00.0000
N4|N49A|00|HH1|40.922|-84.1825|225.0|0.0|0.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-13T23:00:00.0000|2019-05-01T17:01:00.0000
N4|N49A|00|HH1|40.922|-84.1825|225.0|0.0|0.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2019-05-01T17:01:00.0000|2021-07-21T17:33:00.0000
N4|N49A|00|HH1|40.922|-84.1825|225.0|0.0|0.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2021-07-21T17:33:00.0000|2024-03-17T20:00:00.0000
N4|N49A|00|HH1|40.922|-84.1825|225.0|0.0|0.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2024-03-17T20:00:00.0000|
N4|N49A|00|HH2|40.922|-84.1825|225.0|0.0|90.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-13T23:00:00.0000|2019-05-01T17:01:00.0000
N4|N49A|00|HH2|40.922|-84.1825|225.0|0.0|90.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2019-05-01T17:01:00.0000|2021-07-21T17:33:00.0000
N4|N49A|00|HH2|40.922|-84.1825|225.0|0.0|90.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2021-07-21T17:33:00.0000|2024-03-17T20:00:00.0000
N4|N49A|00|HH2|40.922|-84.1825|225.0|0.0|90.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2024-03-17T20:00:00.0000|
N4|N49A|00|HHZ|40.922|-84.1825|225.0|0.0|0.0|-90.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-13T23:00:00.0000|2019-05-01T17:01:00.0000
N4|N49A|00|HHZ|40.922|-84.1825|225.0|0.0|0.0|-90.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2019-05-01T17:01:00.0000|2021-07-21T17:33:00.0000
N4|N49A|00|HHZ|40.922|-84.1825|225.0|0.0|0.0|-90.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2021-07-21T17:33:00.0000|2024-03-17T20:00:00.0000
N4|N49A|00|HHZ|40.922|-84.1825|225.0|0.0|0.0|-90.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2024-03-17T20:00:00.0000|
N4|N51A||BHE|40.918301|-82.374802|343.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27192E8|0.2|m/s|40.0|2014-11-03T19:32:15.0000|2019-03-17T00:00:00.0000
N4|N51A||BHN|40.918301|-82.374802|343.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27192E8|0.2|m/s|40.0|2014-11-03T19:32:15.0000|2019-03-17T00:00:00.0000
N4|N51A||BHZ|40.918301|-82.374802|343.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27192E8|0.2|m/s|40.0|2014-11-03T19:32:15.0000|2019-03-17T00:00:00.0000
N4|N51A||HHE|40.918301|-82.374802|343.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27604E8|0.4|m/s|100.0|2014-11-03T19:32:15.0000|2019-03-17T00:00:00.0000
N4|N51A||HHN|40.918301|-82.374802|343.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27604E8|0.4|m/s|100.0|2014-11-03T19:32:15.0000|2019-03-17T00:00:00.0000
N4|N51A||HHZ|40.918301|-82.374802|343.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27604E8|0.4|m/s|100.0|2014-11-03T19:32:15.0000|2019-03-17T00:00:00.0000
N4|N51A|00|HH1|40.9183|-82.3748|343.0|0.0|0.0|0.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2019-03-13T22:55:00.0000|2022-04-22T21:00:00.0000
N4|N51A|00|HH1|40.9183|-82.3748|343.0|0.0|0.6|0.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2022-04-22T21:00:00.0000|2022-04-28T22:00:00.0000
N4|N51A|00|HH1|40.9183|-82.3748|343.0|0.0|0.0|0.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2022-04-28T22:00:00.0000|
N4|N51A|00|HH2|40.9183|-82.3748|343.0|0.0|90.0|0.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2019-03-13T22:55:00.0000|2022-04-22T21:00:00.0000
N4|N51A|00|HH2|40.9183|-82.3748|343.0|0.0|90.6|0.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2022-04-22T21:00:00.0000|2022-04-28T22:00:00.0000
N4|N51A|00|HH2|40.9183|-82.3748|343.0|0.0|90.0|0.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2022-04-28T22:00:00.0000|
N4|N51A|00|HHZ|40.9183|-82.3748|343.0|0.0|0.0|-90.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2019-03-13T22:55:00.0000|2022-04-22T21:00:00.0000
N4|N51A|00|HHZ|40.9183|-82.3748|343.0|0.0|0.0|-90.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2022-04-22T21:00:00.0000|2022-04-28T22:00:00.0000
N4|N51A|00|HHZ|40.9183|-82.3748|343.0|0.0|0.0|-90.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2022-04-28T22:00:00.0000|
N4|N53A||BHE|40.806499|-80.8377|360.0|0.0|89.7|0.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.02078E8|0.2|m/s|40.0|2014-10-24T15:03:35.0000|2019-03-17T00:00:00.0000
N4|N53A||BHN|40.806499|-80.8377|360.0|0.0|359.7|0.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.02078E8|0.2|m/s|40.0|2014-10-24T15:03:35.0000|2019-03-17T00:00:00.0000
N4|N53A||BHZ|40.806499|-80.8377|360.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.02078E8|0.2|m/s|40.0|2014-10-24T15:03:35.0000|2019-03-17T00:00:00.0000
N4|N53A||HHE|40.806499|-80.8377|360.0|0.0|89.7|0.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.0213E8|0.3|m/s|100.0|2014-10-24T15:03:35.0000|2019-03-17T00:00:00.0000
N4|N53A||HHN|40.806499|-80.8377|360.0|0.0|359.7|0.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.0213E8|0.3|m/s|100.0|2014-10-24T15:03:35.0000|2019-03-17T00:00:00.0000
N4|N53A||HHZ|40.806499|-80.8377|360.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.0213E8|0.3|m/s|100.0|2014-10-24T15:03:35.0000|2019-03-17T00:00:00.0000
N4|N53A|00|HH1|40.8065|-80.8377|360.0|0.0|0.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2019-03-13T21:40:00.0000|
N4|N53A|00|HH2|40.8065|-80.8377|360.0|0.0|90.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2019-03-13T21:40:00.0000|
N4|N53A|00|HHZ|40.8065|-80.8377|360.0|0.0|0.0|-90.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2019-03-13T21:40:00.0000|
N4|N58A||BHE|40.8396|-76.715797|200.0|0.0|90.8|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2015-05-14T15:29:18.0000|2019-03-17T00:00:00.0000
N4|N58A||BHN|40.8396|-76.715797|200.0|0.0|0.8|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2015-05-14T15:29:18.0000|2019-03-17T00:00:00.0000
N4|N58A||BHZ|40.8396|-76.715797|200.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2015-05-14T15:29:18.0000|2019-03-17T00:00:00.0000
N4|N58A||HHE|40.8396|-76.715797|200.0|0.0|90.8|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2015-05-14T15:29:18.0000|2019-03-17T00:00:00.0000
N4|N58A||HHN|40.8396|-76.715797|200.0|0.0|0.8|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2015-05-14T15:29:18.0000|2019-03-17T00:00:00.0000
N4|N58A||HHZ|40.8396|-76.715797|200.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2015-05-14T15:29:18.0000|2019-03-17T00:00:00.0000
N4|N58A|00|HH1|40.8396|-76.7158|200.0|0.0|1.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-26T16:00:00.0000|2019-04-09T15:00:00.0000
N4|N58A|00|HH1|40.8396|-76.7158|200.0|0.0|1.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-04-09T15:00:00.0000|2019-04-09T15:01:00.0000
N4|N58A|00|HH1|40.8396|-76.7158|200.0|0.0|0.0|0.0|Velocity Sensor|4.94928E8|0.02|m/s|100.0|2019-04-09T15:01:00.0000|2024-10-17T22:30:00.0000
N4|N58A|00|HH1|40.8396|-76.7158|200.0|0.0|0.0|0.0|Velocity Sensor|4.94928E8|0.02|m/s|100.0|2024-10-17T22:30:00.0000|
N4|N58A|00|HH2|40.8396|-76.7158|200.0|0.0|91.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-26T16:00:00.0000|2019-04-09T15:00:00.0000
N4|N58A|00|HH2|40.8396|-76.7158|200.0|0.0|91.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-04-09T15:00:00.0000|2019-04-09T15:01:00.0000
N4|N58A|00|HH2|40.8396|-76.7158|200.0|0.0|90.0|0.0|Velocity Sensor|4.94928E8|0.02|m/s|100.0|2019-04-09T15:01:00.0000|2024-10-17T22:30:00.0000
N4|N58A|00|HH2|40.8396|-76.7158|200.0|0.0|90.0|0.0|Velocity Sensor|4.94928E8|0.02|m/s|100.0|2024-10-17T22:30:00.0000|
N4|N58A|00|HHZ|40.8396|-76.7158|200.0|0.0|0.0|-90.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-26T16:00:00.0000|2019-04-09T15:00:00.0000
N4|N58A|00|HHZ|40.8396|-76.7158|200.0|0.0|0.0|-90.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-04-09T15:00:00.0000|2019-04-09T15:01:00.0000
N4|N58A|00|HHZ|40.8396|-76.7158|200.0|0.0|0.0|-90.0|Velocity Sensor|4.94928E8|0.02|m/s|100.0|2019-04-09T15:01:00.0000|2024-10-17T22:30:00.0000
N4|N58A|00|HHZ|40.8396|-76.7158|200.0|0.0|0.0|-90.0|Velocity Sensor|4.94928E8|0.02|m/s|100.0|2024-10-17T22:30:00.0000|
N4|O48B|00|HH1|40.2571|-85.1553|300.0|0.0|0.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-02-12T00:00:00.0000|
N4|O48B|00|HH2|40.2571|-85.1553|300.0|0.0|90.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-02-12T00:00:00.0000|
N4|O48B|00|HHZ|40.2571|-85.1553|300.0|0.0|0.0|-90.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-02-12T00:00:00.0000|
N4|O49A||BHE|40.188|-84.335297|292.0|0.0|90.9|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27192E8|0.2|m/s|40.0|2014-05-08T22:13:57.0000|2019-03-17T00:00:00.0000
N4|O49A||BHN|40.188|-84.335297|292.0|0.0|0.9|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27192E8|0.2|m/s|40.0|2014-05-08T22:13:57.0000|2019-03-17T00:00:00.0000
N4|O49A||BHZ|40.188|-84.335297|292.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27192E8|0.2|m/s|40.0|2014-05-08T22:13:57.0000|2019-03-17T00:00:00.0000
N4|O49A||HHE|40.188|-84.335297|292.0|0.0|90.9|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27604E8|0.4|m/s|100.0|2014-05-08T22:13:57.0000|2019-03-17T00:00:00.0000
N4|O49A||HHN|40.188|-84.335297|292.0|0.0|0.9|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27604E8|0.4|m/s|100.0|2014-05-08T22:13:57.0000|2019-03-17T00:00:00.0000
N4|O49A||HHZ|40.188|-84.335297|292.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|6.27604E8|0.4|m/s|100.0|2014-05-08T22:13:57.0000|2019-03-17T00:00:00.0000
N4|O49A|00|HH1|40.188|-84.3353|292.0|0.0|1.0|0.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2019-03-12T19:54:00.0000|2024-03-19T19:00:00.0000
N4|O49A|00|HH1|40.188|-84.3353|292.0|0.0|0.0|0.0|Velocity Sensor|5.04946E8|1.0|m/s|100.0|2024-03-19T19:00:00.0000|
N4|O49A|00|HH2|40.188|-84.3353|292.0|0.0|91.0|0.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2019-03-12T19:54:00.0000|2024-03-19T19:00:00.0000
N4|O49A|00|HH2|40.188|-84.3353|292.0|0.0|90.0|0.0|Velocity Sensor|5.04946E8|1.0|m/s|100.0|2024-03-19T19:00:00.0000|
N4|O49A|00|HHZ|40.188|-84.3353|292.0|0.0|0.0|-90.0|Velocity Sensor|6.15724E8|0.02|m/s|100.0|2019-03-12T19:54:00.0000|2024-03-19T19:00:00.0000
N4|O49A|00|HHZ|40.188|-84.3353|292.0|0.0|0.0|-90.0|Velocity Sensor|5.04946E8|1.0|m/s|100.0|2024-03-19T19:00:00.0000|
N4|O52A||BHE|40.115799|-81.836098|331.0|0.0|89.5|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-12-01T16:45:59.0000|2019-03-17T00:00:00.0000
N4|O52A||BHN|40.115799|-81.836098|331.0|0.0|359.5|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-12-01T16:45:59.0000|2019-03-17T00:00:00.0000
N4|O52A||BHZ|40.115799|-81.836098|331.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30907E8|0.2|m/s|40.0|2014-12-01T16:45:59.0000|2019-03-17T00:00:00.0000
N4|O52A||HHE|40.115799|-81.836098|331.0|0.0|89.5|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-12-01T16:45:59.0000|2019-03-17T00:00:00.0000
N4|O52A||HHN|40.115799|-81.836098|331.0|0.0|359.5|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-12-01T16:45:59.0000|2019-03-17T00:00:00.0000
N4|O52A||HHZ|40.115799|-81.836098|331.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|6.30904E8|0.3|m/s|100.0|2014-12-01T16:45:59.0000|2019-03-17T00:00:00.0000
N4|O52A|00|HH1|40.1158|-81.8361|331.0|0.0|0.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-12T20:05:00.0000|2024-03-20T18:00:00.0000
N4|O52A|00|HH1|40.1158|-81.8361|331.0|0.0|357.0|0.0|Velocity Sensor|5.04946E8|1.0|m/s|100.0|2024-03-20T18:00:00.0000|
N4|O52A|00|HH2|40.1158|-81.8361|331.0|0.0|90.0|0.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-12T20:05:00.0000|2024-03-20T18:00:00.0000
N4|O52A|00|HH2|40.1158|-81.8361|331.0|0.0|87.0|0.0|Velocity Sensor|5.04946E8|1.0|m/s|100.0|2024-03-20T18:00:00.0000|
N4|O52A|00|HHZ|40.1158|-81.8361|331.0|0.0|0.0|-90.0|Velocity Sensor|6.19079E8|0.02|m/s|100.0|2019-03-12T20:05:00.0000|2024-03-20T18:00:00.0000
N4|O52A|00|HHZ|40.1158|-81.8361|331.0|0.0|0.0|-90.0|Velocity Sensor|5.04946E8|1.0|m/s|100.0|2024-03-20T18:00:00.0000|
N4|O54A||BHE|40.182098|-80.3778|357.0|0.0|89.6|0.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|6.28316E8|0.2|m/s|40.0|2014-11-24T17:05:30.0000|2019-03-17T00:00:00.0000
N4|O54A||BHN|40.182098|-80.3778|357.0|0.0|359.6|0.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|6.28316E8|0.2|m/s|40.0|2014-11-24T17:05:30.0000|2019-03-17T00:00:00.0000
N4|O54A||BHZ|40.182098|-80.3778|357.0|0.0|0.0|-90.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|6.28316E8|0.2|m/s|40.0|2014-11-24T17:05:30.0000|2019-03-17T00:00:00.0000
N4|O54A||HHE|40.182098|-80.3778|357.0|0.0|89.6|0.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|6.2928E8|0.4|m/s|100.0|2014-11-24T17:05:30.0000|2019-03-17T00:00:00.0000
N4|O54A||HHN|40.182098|-80.3778|357.0|0.0|359.6|0.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|6.2928E8|0.4|m/s|100.0|2014-11-24T17:05:30.0000|2019-03-17T00:00:00.0000
N4|O54A||HHZ|40.182098|-80.3778|357.0|0.0|0.0|-90.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|6.2928E8|0.4|m/s|100.0|2014-11-24T17:05:30.0000|2019-03-17T00:00:00.0000
N4|O54A|00|HH1|40.1821|-80.3778|357.0|0.0|0.0|0.0|Velocity Sensor|6.13626E8|0.02|m/s|100.0|2019-03-14T22:53:00.0000|
N4|O54A|00|HH2|40.1821|-80.3778|357.0|0.0|90.0|0.0|Velocity Sensor|6.13626E8|0.02|m/s|100.0|2019-03-14T22:53:00.0000|
N4|O54A|00|HHZ|40.1821|-80.3778|357.0|0.0|0.0|-90.0|Velocity Sensor|6.13626E8|0.02|m/s|100.0|2019-03-14T22:53:00.0000|
N4|P46A||BHE|39.617802|-87.206703|194.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.02078E8|0.2|m/s|40.0|2013-12-20T18:36:39.0000|2019-03-17T00:00:00.0000
N4|P46A||BHN|39.617802|-87.206703|194.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.02078E8|0.2|m/s|40.0|2013-12-20T18:36:39.0000|2019-03-17T00:00:00.0000
N4|P46A||BHZ|39.617802|-87.206703|194.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.02078E8|0.2|m/s|40.0|2013-12-20T18:36:39.0000|2019-03-17T00:00:00.0000
N4|P46A||HHE|39.617802|-87.206703|194.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.0213E8|0.3|m/s|100.0|2013-12-20T18:36:39.0000|2019-03-17T00:00:00.0000
N4|P46A||HHN|39.617802|-87.206703|194.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.0213E8|0.3|m/s|100.0|2013-12-20T18:36:39.0000|2019-03-17T00:00:00.0000
N4|P46A||HHZ|39.617802|-87.206703|194.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|5.0213E8|0.3|m/s|100.0|2013-12-20T18:36:39.0000|2019-03-17T00:00:00.0000
N4|P46A|00|HH1|39.6178|-87.2067|194.0|0.0|0.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2019-03-11T19:37:10.0000|2021-08-08T16:45:00.0000
N4|P46A|00|HH1|39.6178|-87.2067|194.0|0.0|359.9|0.0|Velocity Sensor|6.13626E8|0.02|m/s|100.0|2021-08-08T16:45:00.0000|
N4|P46A|00|HH2|39.6178|-87.2067|194.0|0.0|90.0|0.0|Velocity Sensor|4.97864E8|0.02|m/s|100.0|2019-03-11T19:37:10.0000|2021-08-08T16:45:00.0000
N4|P46A|00|HH2|39.6178|-87.2067|194.0|0.0|89.9|0.0|Velocity Sensor|6.13626E8|0.02|m/s|100.0|2021-08-08T16:45:00.0000|
