#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
YO|B02B|34.134701|-75.015701|-3338.0|WHOI_OBS_ID S37|2014-04-09T00:00:00.0000|2015-04-05T23:59:59.0000
YO|B05B|35.1759|-74.3451|-2961.0|WHOI_OBS_ID S30|2014-04-05T00:00:00.0000|2015-03-31T23:59:59.0000
YO|B06|35.615898|-74.3722|-2517.0|WHOI_OBS_ID S22|2014-04-03T00:00:00.0000|2015-03-30T23:59:59.0000
YO|C01|33.665901|-75.118103|-3485.0|WHOI_OBS_ID S45|2014-04-11T00:00:00.0000|2015-04-04T23:59:59.0000
YO|C03|34.464901|-74.888802|-3246.0|WHOI_OBS_ID S72|2014-04-08T00:00:00.0000|2015-04-05T23:59:59.0000
YO|C04|34.879799|-74.6465|-3023.0|WHOI_OBS_ID S01|2014-04-06T00:00:00.0000|2015-04-01T23:59:59.0000
YO|C06|35.5061|-74.072601|-2933.0|WHOI_OBS_ID S14|2014-04-03T00:00:00.0000|2015-03-30T23:59:59.0000
YO|CHPH|35.259899|-75.548302|3.0|Cape Hatteras Principal's House|2014-05-13T00:00:00.0000|2015-06-30T23:59:59.0000
YO|D01|33.539001|-74.849503|-3808.0|WHOI_OBS_ID S73|2014-04-11T00:00:00.0000|2015-04-05T23:59:59.0000
YO|D02B|33.990501|-74.712898|-3760.0|WHOI_OBS_ID S23|2014-04-09T00:00:00.0000|2015-04-05T23:59:59.0000
YO|D03|34.3559|-74.488701|-3584.0|WHOI_OBS_ID S19|2014-04-07T00:00:00.0000|2015-04-05T23:59:59.0000
YO|D04|34.689999|-74.257896|-3417.0|WHOI_OBS_ID S74|2014-04-06T00:00:00.0000|2015-04-01T23:59:59.0000
YO|D05B|35.013802|-74.0327|-3335.0|WHOI_OBS_ID S59|2014-04-05T00:00:00.0000|2015-03-31T23:59:59.0000
YO|ECHS|34.7817|-76.630501|1.0|East Carteret High School|2014-05-14T00:00:00.0000|2015-06-30T23:59:59.0000
YO|FFMS|36.003101|-75.667999|3.0|First Flight Middle School|2014-05-13T00:00:00.0000|2015-06-30T23:59:59.0000
YO|X01|36.225201|-74.5793|-1329.0|WHOI_OBS_ID S66|2014-04-03T00:00:00.0000|2015-03-30T23:59:59.0000
YO|X02|36.452599|-74.079002|-2548.0|WHOI_OBS_ID S69|2014-04-02T00:00:00.0000|2015-03-30T23:59:59.0000
YO|X09|32.516899|-74.3536|-4726.0|WHOI_OBS_ID S20|2014-04-10T00:00:00.0000|2015-04-03T23:59:59.0000
YO|X10|33.047501|-76.059898|-2243.0|WHOI_OBS_ID S70|2014-04-11T00:00:00.0000|2015-04-03T23:59:59.0000
YQ|KAMC|37.15325|-86.06479|192.0|Kentucky Ave|2020-11-06T18:56:00.0000|2020-12-09T15:49:17.0000
YQ|MAMC|37.16924|-86.07882|165.4|Marion Ave|2020-09-02T17:16:40.0000|2021-03-24T14:49:47.0000
YQ|MLMC|37.16684|-86.08052|164.9|Miller Ave|2020-09-02T20:22:50.0000|2020-11-06T00:16:00.0000
YQ|MLMC|37.16684|-86.08052|164.9|Miller Ave|2020-11-06T00:17:00.0000|2021-03-24T14:10:39.0000
YQ|MLMCS|37.16684|-86.08052|252.0|Miller Ave. Surface|2020-12-09T20:37:10.0000|2021-01-22T17:18:55.0000
YQ|OXMC|37.218746|-86.077068|164.7|Great Onyx|2021-01-22T19:32:50.0000|2021-02-22T16:52:26.0000
Z3|IU3|38.527302|-87.715302|150.0|Allendale, IL|2008-04-19T00:00:00.0000|2008-05-20T23:59:59.0000
Z3|IU4|38.386002|-87.911797|128.0|Bellmon, IL|2008-04-19T00:00:00.0000|2008-05-20T23:59:59.0000
Z3|IU5|38.548199|-87.865303|148.0|Lancaster, IL|2008-04-19T00:00:00.0000|2008-05-20T23:59:59.0000
Z3|IU6|38.469799|-87.8927|135.0|Mt. Carmel, IL|2008-04-18T00:00:00.0000|2008-05-20T23:59:59.0000
Z3|MC1|38.452702|-87.892303|113.0|near USGS Mainshock|2008-04-18T00:00:00.0000|2008-05-21T23:59:59.0000
Z3|MC2|38.543701|-87.874001|126.0|between Bellmont and Maud, IL|2008-04-18T00:00:00.0000|2008-05-20T23:59:59.0000
Z3|MC4|38.363201|-87.8302|128.0|near Browns, IL|2008-04-18T00:00:00.0000|2008-05-07T23:59:59.0000
Z3|MC5|38.479801|-87.766502|131.0|near Patton, IL|2008-04-19T00:00:00.0000|2008-05-20T23:59:59.0000
Z3|MCGC|38.452702|-87.892303|113.0|Mainshock Array Center|2008-04-23T00:00:00.0000|2008-05-21T23:59:59.0000
Z3|MCGE|38.452702|-87.892303|113.0|Mainshock Array East|2008-04-23T00:00:00.0000|2008-05-21T23:59:59.0000
Z3|MCGN|38.452702|-87.892303|113.0|Mainshock Array North|2008-04-23T00:00:00.0000|2008-05-13T23:59:59.0000
Z3|MCGS|38.452702|-87.892303|113.0|Mainshock Array South|2008-04-24T00:00:00.0000|2008-05-18T23:59:59.0000
Z4|AFH|35.799999|-82.120003|576.0|AFH|2009-04-05T00:00:00.0000|2010-05-13T23:59:59.0000
Z4|BEE|36.049999|-82.25|818.0|BEE|2009-06-12T00:00:00.0000|2010-06-25T23:59:59.0000
Z4|BSC|35.580002|-81.889999|389.0|BSC|2009-06-13T00:00:00.0000|2010-06-24T23:59:59.0000
Z4|LARA|35.91|-79.050003|144.0|LARA|2010-02-14T00:00:00.0000|2010-06-28T23:59:59.0000
Z4|MFH|35.73|-82.029999|383.0|MFH|2009-04-04T00:00:00.0000|2010-06-26T23:59:59.0000
Z4|RGR|36.119999|-82.300003|988.0|RGR|2009-06-12T00:00:00.0000|2010-06-26T23:59:59.0000
Z4|WWH|35.860001|-82.160004|1085.0|WWH|2009-04-05T00:00:00.0000|2010-06-25T23:59:59.0000
Z9|D02|33.604099|-82.282799|123.5|Pollard Property, Appling, GA|2011-05-18T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|D03|33.659401|-82.388397|129.5|Mistletoe State Park, Appling, GA|2012-05-04T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|D04|33.730099|-82.451797|127.6|Amason Farm, Lincolnton, GA|2012-05-15T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D05|33.7915|-82.5159|145.7|Bedrock Farms, Lincolnton, GA|2011-05-18T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D06|33.859001|-82.630402|152.2|Smith Farm, Washington, GA|2012-05-04T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D07|33.937599|-82.686401|140.2|Ogden Property, Tignall, GA|2012-05-04T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|D08|33.993801|-82.756599|127.2|Adams Farm, Fortsonia, GA|2011-05-18T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D09|34.0448|-82.827797|148.7|Scarborough Farm, Elberton, GA|2011-05-19T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|D10|34.091702|-82.903198|185.7|Paul Property, Elberton, GA|2012-09-10T00:00:00.0000|2014-05-12T23:59:59.0000
Z9|D11|34.156502|-82.973099|216.2|Parham Farm, Dewey Rose, GA|2011-05-18T00:00:00.0000|2014-05-12T23:59:59.0000
Z9|D12|34.246201|-83.033302|246.7|Alewine Property, Royston, GA|2012-05-03T00:00:00.0000|2014-05-20T23:59:59.0000
Z9|D13|34.2943|-83.166199|200.0|Victoria Bryant State Park, Royston, GA|2011-10-22T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D14|34.376499|-83.181099|210.9|Burroughs Farm, Carnesville, GA|2011-05-16T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D15|34.449799|-83.2799|254.1|Vandiver Farm, Carnesville, GA|2011-05-16T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D17|34.604401|-83.450699|456.1|Lovell Property, Clarkesville, GA|2011-05-17T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D18|34.7342|-83.612099|486.8|Kastner Property, Clarkesville, GA|2012-05-11T00:00:00.0000|2014-05-20T23:59:59.0000
Z9|D19|34.872101|-83.733803|665.0|Edge Property, Hiawassee, GA|2012-05-10T00:00:00.0000|2014-05-20T23:59:59.0000
Z9|D20|35.074001|-83.980301|478.3|Wells Property, Murphy, NC|2012-05-10T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D21|35.199699|-84.136902|526.4|Gore Property, Murphy, NC|2012-05-10T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|D22|35.462898|-84.458801|272.3|Howell Property, Englewood, TN|2012-05-09T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|E10|31.067301|-82.101303|36.2|Varn Timber Company, Hoboken, GA|2012-05-10T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E11|31.107401|-82.101898|41.2|Varn Timber Company, Hoboken, GA|2012-05-10T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E12|31.1733|-82.087997|43.9|Varn Timber Company, Hoboken, GA|2012-05-10T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E13|31.223|-82.091904|43.5|Lee Property, Hoboken, GA|2012-05-10T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E15|31.363199|-82.096901|22.6|Griner Property, Patterson, GA|2012-05-09T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E16|31.4505|-82.129898|45.7|Chancey Property, Patterson, GA|2012-05-09T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E17|31.5016|-82.098602|32.0|West Property, Bristol, GA|2012-05-17T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E18|31.5665|-82.099602|50.7|Harris Farm, Screven, GA|2012-05-07T00:00:00.0000|2014-05-15T23:59:59.0000
Z9|E19|31.617701|-82.111298|47.8|Burch Farm, Screven, GA|2012-05-06T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E20|31.696699|-82.079597|52.5|Carter Farm, Odum, GA|2012-05-08T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E21|31.738001|-82.070999|58.0|Clary Farm, Odum, GA|2012-05-07T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E22|31.8477|-82.089897|39.0|River Crossing, Odum, GA|2012-05-09T00:00:00.0000|2013-10-10T23:59:59.0000
Z9|E22R|31.8477|-82.089897|39.0|River Crossing, Odum, GA|2013-10-10T00:00:00.0000|2014-05-21T23:59:59.0000
Z9|E23|31.8887|-82.0737|28.8|Thompson Property, Glennville, GA|2012-05-06T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|E24|31.9445|-82.097|40.4|McLeod Property, Glennville, GA|2012-05-07T00:00:00.0000|2014-05-21T23:59:59.0000
Z9|E25|31.9918|-82.113503|45.6|Sikes Property, Reidsville, GA|2012-05-17T00:00:00.0000|2014-05-16T23:59:59.0000
Z9|E26|32.0979|-82.099098|66.1|Jordan Property, Reidsville, GA|2012-05-06T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|E27|32.236198|-82.1091|76.9|Lee Property, Cobbtown, GA|2012-05-06T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|E28|32.335899|-82.096703|68.3|Allen Farm, Cobbtown, GA|2012-05-05T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|E29|32.490799|-82.103203|79.4|Collum Property, Metter, GA|2012-05-07T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|E30|32.695801|-82.1091|98.4|Clark Farm, Garfield, GA|2012-05-05T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|E31|32.986599|-82.107002|77.6|Griffin Property, Waynesboro, GA|2012-05-05T00:00:00.0000|2014-05-17T23:59:59.0000
Z9|W04|31.083099|-83.895203|90.2|Strickland Farm, Moultrie, GA|2011-05-13T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W05|31.2724|-83.897797|115.4|Sells Farm, Doerun, GA|2011-05-13T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W06|31.448601|-83.894997|124.1|Ochlocknee Plantation, Sylvester, GA|2011-05-13T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W07|31.611|-83.911003|934.3|Quail Call Plantation, Sylvester, GA|2011-05-12T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W08|31.716499|-83.886002|910.5|Quail Valley Farms, Warwick, GA|2011-05-12T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W09|31.805099|-83.898102|912.2|Wright Farm, Warwick, GA|2011-05-12T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W10|31.9025|-83.8937|885.2|McCay Farm, Cordele, GA|2010-07-18T00:00:00.0000|2013-10-19T23:59:59.0000
Z9|W10N|31.9025|-83.8937|885.2|McCay Farm, Cordele, GA|2013-10-19T00:00:00.0000|2014-05-13T23:59:59.0000
Z9|W11|31.9587|-83.908302|870.4|Veterans Memorial State Park, Cordele, GA|2010-07-19T00:00:00.0000|2013-10-19T23:59:59.0000
Z9|W11N|31.9587|-83.908302|870.4|Veterans Memorial State Park, Cordele, GA|2013-10-19T00:00:00.0000|2014-05-13T23:59:59.0000
Z9|W12|32.009499|-83.888496|103.2|Lane Farm, Vienna, GA|2011-05-12T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W13|32.055|-83.893303|107.3|Coley Farm, Vienna, GA|2011-05-16T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W14|32.0938|-83.898697|965.7|Coley Farm, Vienna, GA|2010-07-18T00:00:00.0000|2013-10-18T23:59:59.0000
Z9|W14N|32.0938|-83.898697|965.7|Coley Farm, Vienna, GA|2013-10-18T00:00:00.0000|2014-05-15T23:59:59.0000
Z9|W15A|32.138|-83.898499|102.8|Roney Farm, Vienna, GA|2010-07-18T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W15B|32.138|-83.898499|105.3|Roney Farm, Vienna, GA|2010-07-17T00:00:00.0000|2011-11-13T23:59:59.0000
Z9|W16|32.179401|-83.884102|114.7|Jeter Farm, Byromville, GA|2011-05-11T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W17|32.242699|-83.904503|118.2|Domaco Farms, Byromville, GA|2011-05-11T00:00:00.0000|2012-10-21T23:59:59.0000
Z9|W18|32.272499|-83.901703|110.4|Puryear Farm, Montezuma, GA|2010-07-20T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W19|32.313202|-83.906403|118.6|Johnson Farm, Montezuma, GA|2011-05-11T00:00:00.0000|2014-05-13T23:59:59.0000
Z9|W20|32.366501|-83.9198|133.8|Bledsoe Farm, Montezuma, GA|2011-05-11T00:00:00.0000|2014-05-13T23:59:59.0000
Z9|W21|32.403999|-83.858704|130.8|Melatchee Woodlands, Marshallville, GA|2011-05-11T00:00:00.0000|2014-05-13T23:59:59.0000
Z9|W22|32.4492|-83.897301|132.9|Dual Wheels Farm, Marshallville, GA|2011-05-10T00:00:00.0000|2014-05-13T23:59:59.0000
Z9|W23|32.523399|-83.886002|158.8|Fort Valley State University, GA|2010-07-19T00:00:00.0000|2013-10-19T23:59:59.0000
Z9|W23N|32.523399|-83.886002|158.8|Fort Valley State University, GA|2013-10-19T00:00:00.0000|2014-05-14T23:59:59.0000
Z9|W24|32.6437|-83.896698|142.2|Ogden Farm, Fort Valley, GA|2011-05-10T00:00:00.0000|2012-10-21T23:59:59.0000
Z9|W26|32.788601|-83.891701|172.0|Smith Property, Lizella, GA|2011-05-17T00:00:00.0000|2013-05-17T23:59:59.0000
Z9|W27|32.9174|-83.923401|163.6|Butler Property, Forsyth, GA|2011-05-10T00:00:00.0000|2014-05-13T23:59:59.0000
Z9|W28|33.1856|-83.899902|183.4|Peters Farm, Forsyth, GA|2011-05-10T00:00:00.0000|2014-05-13T23:59:59.0000
Z9|W29|33.456799|-83.728798|193.4|Charlie Elliot Wildlife Center, Mansfield, GA|2011-05-19T00:00:00.0000|2014-05-20T23:59:59.0000
Z9|W30|33.7318|-83.912804|246.3|Hood Farm, Loganville, GA|2011-05-09T00:00:00.0000|2014-05-20T23:59:59.0000
Z9|W31|33.972198|-83.738503|292.0|Fort Yargo State Park, Winder, GA|2011-10-21T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|W315|34.177898|-83.853104|334.6|Cooper Farm, Flowery Branch, GA|2012-05-02T00:00:00.0000|2014-05-20T23:59:59.0000
Z9|W32|34.465698|-83.865799|396.1|Truelove Farm, Murrayville, GA|2011-05-17T00:00:00.0000|2014-05-20T23:59:59.0000
Z9|W33|34.654701|-83.886002|533.4|Cannon Property, Cleveland, GA|2011-05-16T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|W34|34.837601|-83.920403|649.6|Georgia Mountain Center, Blairsville, GA|2011-05-19T00:00:00.0000|2014-05-19T23:59:59.0000
Z9|W35|34.9762|-83.943802|539.0|Gibson Property, Young Harris, GA|2011-05-17T00:00:00.0000|2014-05-19T23:59:59.0000
ZL|B01|34.717201|-87.982399|164.0|Cherokee, AL, USA|2013-08-01T00:00:00.0000|2015-12-31T23:59:59.0000
ZL|B01X|34.453899|-87.766998|197.0|Spruce Pine, AL, USA|2013-07-31T00:00:00.0000|2015-12-31T23:59:59.0000
ZL|C13|37.772598|-87.921204|122.0|UnionTown, KY, USA|2013-10-01T00:00:00.0000|2015-12-31T23:59:59.0000
ZL|N29A|34.973301|-87.279297|75.0|Lexington, Al, USA|2013-05-30T00:00:00.0000|2013-10-05T23:59:59.0000
ZL|N30T|35.502602|-87.8909|157.0|Linden, TN, USA|2013-05-30T00:00:00.0000|2013-10-04T23:59:59.0000
ZL|N33T|35.520199|-87.157204|228.0|Mt Pleasant, TN, USA|2013-05-30T00:00:00.0000|2013-10-04T23:59:59.0000
ZL|N34T|36.102901|-87.059601|194.0|Pegram, TN, USA|2013-05-29T00:00:00.0000|2013-10-05T23:59:59.0000
ZL|N35K|36.699001|-87.603996|173.0|Hernden, KY, USA|2013-05-29T00:00:00.0000|2013-10-03T23:59:59.0000
ZL|N36K|36.743801|-86.807098|187.0|Russellville, KY, USA|2013-05-29T00:00:00.0000|2013-10-03T23:59:59.0000
ZS|FF01|35.9711|-77.917099|1.5|Ft Fisher, NC USA|2014-11-15T00:00:00.0000|2014-11-25T23:59:59.0000
ZT|JET1|40.475069|-86.991644|215.0|Purdue ACRE|2022-08-02T16:39:00.0000|2022-12-01T23:59:00.0000
ZT|KZ4|40.563611|-86.776389|159.0|Tippecanoe River|2021-10-21T15:30:00.0000|2022-11-29T23:59:00.0000
ZT|WCMG|40.428889|-86.82|171.0|Wildcat Creek 2|2021-10-21T21:32:20.0000|2022-11-29T23:59:00.0000
ZT|WEST|40.416389|-86.7725|197.0|Wildcat Creek 1|2021-09-02T17:05:00.0000|2022-07-28T23:59:00.0000
ZT|WRKB|40.403889|-86.9575|150.0|Wabash River|2021-10-06T18:29:00.0000|2022-11-29T23:59:00.0000
