#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
OH|SLOH|39.122112|-84.792839|220.100006|Shawnee Lookout Great Parks of Hamilton County|2023-10-03T12:00:00.0000|
OH|SLSO|39.221713|-84.055974|272.0|Stonelick State Park|2018-07-06T00:00:00.0000|
OH|SROH|39.127095|-81.789765|263.0|Shade River State Forest|2019-08-26T12:00:00.0000|
OH|SSF2|38.6886|-83.1276|324.0|Shawnee State Forest|2020-10-21T00:00:00.0000|
OH|SSFO|38.6953|-83.1972|365.0|Shawnee State Forest|2016-01-05T00:00:00.0000|2020-10-28T00:00:00.0000
OH|SSPO|39.803383|-84.334171|286.0|Sycamore State Park|2019-06-28T00:00:00.0000|
OH|SVWO|39.58466|-84.002617|268.9|Spring Valley Wildlife Area|2021-09-01T00:00:00.0000|
OH|VLOH|40.322809|-84.243146|304.0|Vernon Luthman Wildlife Area|2019-07-24T12:00:00.0000|
OH|WODO|39.529552|-82.126205|305.6|Wallace ODowd Wildlife Area|2021-10-20T00:00:00.0000|
PE|IUPA|40.60667|-79.16967|398.0|Indiana University of Pennsylvania, Indiana, PA|2016-11-14T00:00:00.0000|
PE|PABK|40.266521|-78.583679|482.0|Blue Knob State Park, Imler, PA|2016-09-13T00:00:00.0000|
PE|PACW|39.995014|-77.924789|394.0|Cowans Gap State Park, Fort Loudon, PA|2016-05-10T00:00:00.0000|
PE|PADC|40.20529|-77.20025|164.0|Dickinson College, Carlisle, PA|2019-08-21T16:00:00.0000|
PE|PAGS|40.2277|-76.7222|120.0|PA Geological Survey, Middletown, PA|2009-02-12T22:40:50.0000|
PE|PAKS|40.376099|-79.379509|336.0|Keystone State Park, Derry Township, PA|2016-06-13T00:00:00.0000|
PE|PALB|40.458912|-77.167831|145.0|Little Buffalo State Park, Newport, PA|2015-12-21T00:00:00.0000|
PE|PAMR|40.9398|-80.097298|393.0|Moraine State Park, Slippery Rock, PA|2016-08-01T00:00:00.0000|
PE|PARS|39.886318|-80.445221|305.0|Ryerson Station State Park, Wind Ridge, PA|2016-04-15T00:00:00.0000|
PE|PASH|40.026001|-78.635689|393.0|Shawnee State Park, Schnellsburg, PA|2016-04-22T00:00:00.0000|
PE|PSAL|40.543701|-78.414497|402.0|PSU Altoona Campus, Altoona, PA|2015-11-16T00:00:00.0000|
PE|PSBK|40.363209|-75.973801|83.0|PSU Berks Campus, Reading, PA|2016-02-16T00:00:00.0000|
PE|PSBV|40.679951|-80.297501|307.0|PSU Beaver Campus, Monaca, PA|2016-01-26T00:00:00.0000|
PE|PSMA|39.84301|-77.543404|299.0|PSU Mont Alto Campus, Mont Alto, PA|2016-02-24T15:00:00.0000|
PE|PSRS|40.720835|-77.932128|370.0|Rock Springs Meteorological site, Rock Springs, PA|2018-12-20T10:00:00.0000|2021-09-30T00:00:00.0000
PE|PSSK|40.642586|-76.164978|227.0|PSU Schuylkill Campus, Schuylkill Haven, PA|2016-04-25T00:00:00.0000|
PE|PSUB|39.92726|-75.45126|110.0|PSU Brandywine Campus, Media, PA|2009-01-30T00:00:00.0000|
PE|PSUF|39.944199|-79.658798|373.0|PSU Fayette Campus, Uniontown, PA|2016-01-07T00:00:00.0000|
PE|UPAO|40.48253|-80.02056|274.0|University of Pittsburgh, Pittsburgh, PA, USA|2009-07-30T00:00:00.0000|
PE|WRPS|40.79418|-77.86532|320.0|PSU, University Park, PA, USA|2005-04-06T13:59:43.0000|
PN|PPBLN|39.198002|-86.547997|235.0|Bloomington High School North, Bloomington, IN, USA|1999-01-10T00:00:00.0000|
PN|PPBLO|39.172001|-86.522003|246.0|Indiana University, Bloomington, IN, USA|1999-01-10T00:00:00.0000|
PN|PPBNL|38.882999|-86.450996|203.0|Bedford-North Lawrence High School, Bedford, IN, USA|1999-01-10T00:00:00.0000|
PN|PPCAR|39.98|-86.119003|256.0|Carmel High School, Carmel, IN, USA|1999-01-10T00:00:00.0000|
PN|PPCHS|32.459|-84.943001|101.0|Carver High School, Columbus, GA, USA|1999-01-10T00:00:00.0000|
PN|PPCWF|40.021999|-86.907997|226.0|Crawfordsville High School, Crawfordsville, IN, USA|1999-01-10T00:00:00.0000|
PN|PPDWP|39.973301|-82.802902|241.0|Reynoldsburg, Reynoldsville, OH, USA|1999-01-10T00:00:00.0000|
PN|PPEGH|39.042999|-86.736|262.0|Eastern Greene Jr/Sr High School, Bloomfield, IN, USA|1999-01-10T00:00:00.0000|
PN|PPGUY|40.346001|-74.654999|46.0|Guyot Hall - Princeton University, Princeton, NJ, USA|1999-01-10T00:00:00.0000|
PN|PPHHS|37.972|-87.486|122.2|PPHHS|1999-01-01T00:00:00.0000|
PN|PPMOO|39.6194|-86.3769|214.9|Mooresville High School, Mooresville, IN, USA|2007-04-17T00:00:00.0000|
PN|PPMUN|40.201|-85.387001|280.0|PPMUN|1999-01-01T00:00:00.0000|
PN|PPNAF|38.333|-85.931|229.0|Floyd Central High School, Floyds Knobs, IN, USA|1999-01-10T00:00:00.0000|
PN|PPNVW|39.518002|-87.166|-999.0|Northview High School, Brazil, IN, USA|1999-01-10T00:00:00.0000|
PN|PPOHH|40.577999|-85.822998|259.0|Oak Hill High School, Converse, IN, USA|1999-01-10T00:00:00.0000|
PN|PPPCC|38.111|-86.605003|227.0|Perry Central Jr/Sr High School, Leopold, IN, USA|1999-01-10T00:00:00.0000|
PN|PPPCH|38.367001|-87.581001|143.0|Princeton Community High School, Princeton, IN, USA|1999-01-10T00:00:00.0000|
PN|PPPHS|40.861|-86.494003|223.0|Pioneer Jr/Sr High School, Royal Center, IN, USA|1999-01-10T00:00:00.0000|
PN|PPWHI|39.330002|-86.050003|243.0|Whiteland Community High School, Whiteland, IN, USA|1999-01-10T00:00:00.0000|
PN|PURD|40.438|-86.946198|207.0|Purdue University, IN, US|1999-01-10T00:00:00.0000|
SP|ACFLR|34.016529|-80.982887|91.4|A.C. Flora High School, Richland County, SC USA|2001-09-17T01:00:00.0000|2004-01-24T15:56:00.0000
SP|AGBLF|33.395|-81.758011|118.0|Silver Bluff High School, Aiken County, SC, USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|ALLEN|32.989201|-81.281998|74.0|Allendale-Fairfax High School, Allendale County, SC USA|2001-12-06T01:00:00.0000|2002-06-27T23:59:59.0000
SP|ANDY|33.460739|-79.571518|49.0|Andrews High School, Georgetown County, SC USA|2002-03-18T01:00:00.0000|2004-06-30T00:00:00.0000
SP|BBLV|33.923401|-81.534698|198.1|Batesburg-Leesville High School, Lexington County, SC USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|BLACK|33.363998|-81.263451|94.0|Blackville-Hilda High School, Barnwell County, SC USA|2002-02-15T01:00:00.0000|2004-06-30T00:00:00.0000
SP|BRNCH|33.246498|-80.790398|53.0|Branchville High School, Orangeburg County, SC USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|BTRCK|32.431999|-80.747597|3.0|Battery Creek High School, Beaufort County, SC USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|CLINT|34.481098|-81.862801|199.0|Clinton High School, Laurens County, SC USA|2001-11-13T01:00:00.0000|2004-06-30T00:00:00.0000
SP|CLOVE|35.096909|-81.184212|227.0|Clover High School, York County, SC USA|2002-01-15T01:00:00.0000|2004-06-30T00:00:00.0000
SP|CREEK|34.129398|-79.333298|13.0|Creek Bridge High School, Marion County, SC USA|2004-02-02T00:00:00.0000|2004-06-30T00:00:00.0000
SP|DFORK|34.153099|-81.200302|91.4|Dutch Fork High School, Richland County, SC USA|2001-09-17T01:00:00.0000|2004-06-30T00:00:00.0000
SP|DWDAN|34.7388|-82.830803|286.5|D.W. Daniels High School, Pickens County, SC USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|EDGE|33.807301|-81.862999|217.0|Strom Thurmond High School, Edgefield County, SC USA|2001-10-22T01:00:00.0000|2004-06-30T00:00:00.0000
SP|GREEN|34.23|-82.174301|182.9|Greenwood High School, Greenwood County, SC USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|JAMES|32.731098|-79.932899|7.0|James Island High School, Charleston County, SC USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|LGELG|34.21751|-80.709221|64.0|Lugoff-Elgin High School, Kershaw County, SC USA|2001-09-17T01:00:00.0000|2004-06-30T00:00:00.0000
SP|MYRTL|33.863602|-78.667999|23.0|North Myrtle Beach High School, Horry County, SC USA|2001-09-11T01:00:00.0000|2003-06-19T21:00:00.0000
SP|OLAR|33.326401|-81.131104|61.0|Denmark-Olar High School, Bamberg County, SC USA|2002-07-26T01:00:00.0000|2004-06-30T00:00:00.0000
SP|RUFIN|33.012249|-80.806534|23.8|Ruffin High School, Colleton County, SC USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|SCOTT|33.6152|-80.3228|48.0|Scott's Branch High School, Clarendon County, SC USA|2003-01-08T01:00:00.0000|2004-06-30T00:00:00.0000
SP|SUMMR|32.9944|-80.218964|35.0|Summerville High School, Dorchester County, SC USA|2001-09-11T01:00:00.0000|2003-02-07T20:00:00.0000
SP|TIMBR|33.335701|-79.890701|12.2|Timberland High School, Berkeley County, SC USA|2001-09-11T01:00:00.0000|2004-06-30T00:00:00.0000
SP|TRLBY|34.028099|-79.359558|15.2|Terrell's Bay High School, Marion County, SC USA|2001-09-17T01:00:00.0000|2003-05-12T20:23:00.0000
SP|WOAK|34.621471|-83.052193|268.2|West-Oak High School, Oconee County, SC USA|2001-09-17T01:00:00.0000|2004-06-30T00:00:00.0000
SS|NCAT|36.078957|-79.771179|243.0|NC A&T Campus|2009-02-03T00:00:00.0000|
SS|NCCU|35.976166|-78.903336|104.0|Durham, NC|2015-10-26T00:00:00.0000|2020-06-20T23:24:00.0000
TA|148A|32.6469|-87.570999|63.0|Greensboro, AL, USA|2012-01-16T00:00:00.0000|2013-08-07T23:59:59.0000
TA|149A|32.598301|-86.791603|138.0|Jones, AL, USA|2012-01-17T00:00:00.0000|2013-08-07T23:59:59.0000
TA|150A|32.606701|-86.022003|145.0|Eclectic, AL, USA|2012-01-18T00:00:00.0000|2013-08-09T23:59:59.0000
TA|151A|32.526901|-85.326698|211.0|Opelika, AL, USA|2012-01-19T00:00:00.0000|2013-08-09T23:59:59.0000
TA|152A|32.668598|-84.718803|214.0|Waverly Hall, GA, USA|2012-04-03T00:00:00.0000|2014-02-03T23:59:59.0000
TA|153A|32.649899|-83.831596|160.0|Fort Valley, GA, USA|2012-03-19T00:00:00.0000|2014-01-26T23:59:59.0000
TA|154A|32.613098|-83.106598|111.0|Montrose, GA, USA|2012-03-20T00:00:00.0000|2014-02-10T23:59:59.0000
TA|155A|32.621899|-82.466499|93.0|Kite, GA, USA|2012-03-21T00:00:00.0000|2014-02-07T23:59:59.0000
TA|156A|32.654202|-81.495003|40.0|Sylvania, GA, USA|2012-04-05T00:00:00.0000|2014-02-09T23:59:59.0000
TA|157A|32.678001|-80.9972|21.0|Early Branch, SC, USA|2013-02-25T00:00:00.0000|2015-01-15T23:59:59.0000
TA|158A|32.736401|-80.193497|12.0|Hollywood, SC, USA|2013-02-24T00:00:00.0000|2015-01-28T23:59:59.0000
TA|248A|32.094002|-87.739304|103.0|Dixon Mills, AL, USA|2011-04-08T00:00:00.0000|2013-01-25T23:59:59.0000
TA|249A|31.975201|-87.122498|66.0|Camden, AL, USA|2012-01-21T00:00:00.0000|2013-08-10T23:59:59.0000
TA|250A|31.9778|-86.2677|152.0|Grady, AL, USA|2012-01-22T00:00:00.0000|2013-12-16T23:59:59.0000
TA|251A|32.092899|-85.408997|139.0|Midway, AL, USA|2012-01-24T00:00:00.0000|2013-08-09T23:59:59.0000
TA|252A|31.996201|-84.735703|142.0|Lumpkin, GA, USA|2012-03-11T00:00:00.0000|2014-02-02T23:59:59.0000
TA|253A|32.061199|-84.129402|136.0|Americus, GA, USA|2012-03-10T00:00:00.0000|2014-01-26T23:59:59.0000
TA|254A|31.9457|-83.290497|78.0|Abbeville, GA, USA|2012-03-14T00:00:00.0000|2014-02-02T23:59:59.0000
TA|255A|31.9263|-82.4758|45.0|Hazlehurst, GA, USA|2012-04-04T00:00:00.0000|2014-02-03T23:59:59.0000
TA|256A|31.9799|-81.887802|46.0|Glennville, GA, USA|2012-03-16T00:00:00.0000|2014-01-22T23:59:59.0000
TA|257A|31.9746|-81.0261|9.0|Skidaway Island, Savannah, GA, USA|2012-03-16T00:00:00.0000|2014-01-21T23:59:59.0000
TA|348A|31.412901|-87.902298|57.0|Jackson, AL, USA|2011-03-20T00:00:00.0000|2013-01-25T23:59:59.0000
TA|349A|31.350401|-87.192398|88.0|Repton, AL, USA|2012-01-20T00:00:00.0000|2013-08-10T23:59:59.0000
TA|350A|31.4207|-86.335297|109.0|Dozier, AL, USA|2012-01-21T00:00:00.0000|2013-08-14T23:59:59.0000
TA|351A|31.275299|-85.6036|48.0|Pinckard, AL, USA|2012-02-02T00:00:00.0000|2013-08-15T23:59:59.0000
TA|352A|31.4793|-84.927399|101.0|Blakely, GA, USA|2012-03-07T00:00:00.0000|2014-02-03T23:59:59.0000
TA|353A|31.347401|-84.217201|54.0|Camilla, GA, USA|2012-03-09T00:00:00.0000|2014-01-25T23:59:59.0000
TA|355A|31.3438|-82.851799|69.0|Pearson, GA, USA|2012-03-14T00:00:00.0000|2013-12-09T23:59:59.0000
TA|356A|31.324699|-82.127502|36.0|Blackshear, GA, USA|2012-03-15T00:00:00.0000|2013-12-16T23:59:59.0000
TA|357A|31.423901|-81.485497|7.0|Townsend, GA, USA|2012-03-15T00:00:00.0000|2013-12-14T23:59:59.0000
TA|KMSC|35.141998|-81.333298|240.0|Kings Mountain, Blacksburg, SC, USA|2008-10-13T00:00:00.0000|2018-08-15T23:59:59.0000
TA|N45A|40.8479|-87.511803|206.0|Kentland, IN, USA|2011-10-12T00:00:00.0000|2013-07-11T23:59:59.0000
TA|N46A|40.894901|-86.735199|209.0|Monticello, IN, USA|2011-10-13T00:00:00.0000|2013-07-13T23:59:59.0000
TA|N47A|40.8801|-85.694199|252.0|Urbana, IN, USA|2012-09-04T00:00:00.0000|2014-05-12T23:59:59.0000
TA|N48A|40.8591|-85.0271|250.0|Decatur, IN, USA|2012-08-31T00:00:00.0000|2014-06-07T23:59:59.0000
TA|N49A|40.922001|-84.182503|225.0|Columbus Grove, OH, USA|2012-09-03T00:00:00.0000|2014-05-11T23:59:59.0000
TA|N50A|40.771099|-83.148598|277.0|Nevada, OH, USA|2012-06-20T00:00:00.0000|2014-06-02T23:59:59.0000
TA|N51A|40.918301|-82.374802|343.0|Ashland, OH, USA|2012-08-28T00:00:00.0000|2014-11-03T23:59:59.0000
TA|N52A|40.8125|-81.687599|331.0|McGinn's Farm, Dalton, OH, USA|2013-01-15T00:00:00.0000|2014-11-02T23:59:59.0000
TA|N53A|40.806499|-80.8377|360.0|Lisbon, OH, USA|2012-12-11T00:00:00.0000|2014-10-24T23:59:59.0000
TA|N54A|40.9617|-79.989197|408.0|Moraine State Park, Portersville, PA, USA|2010-11-06T00:00:00.0000|2016-04-19T23:59:59.0000
TA|N55A|40.7808|-78.986198|559.0|Marion Center, PA, USA|2012-12-12T00:00:00.0000|2014-11-05T23:59:59.0000
TA|N56A|40.917099|-78.295303|561.0|West Decatur, PA, USA|2013-05-21T00:00:00.0000|2015-05-10T23:59:59.0000
TA|N57A|40.7556|-77.550903|306.0|Milroy, PA, USA|2013-05-13T00:00:00.0000|2015-05-10T23:59:59.0000
TA|N58A|40.8396|-76.715797|200.0|Sunbury, PA, USA|2013-07-04T00:00:00.0000|2015-05-14T23:59:59.0000
TA|N59A|40.916801|-75.770302|508.0|State Game Land 141, Hazleton, PA, USA|2010-11-08T00:00:00.0000|2016-04-19T23:59:59.0000
TA|N60A|40.870399|-75.099998|189.0|Cedar Hill Farm, Mount Bethel, PA, USA|2013-06-12T00:00:00.0000|2015-05-28T23:59:59.0000
TA|N61A|40.7519|-74.296898|108.0|South Mountain, Millburn, NJ, USA|2013-09-05T00:00:00.0000|2015-05-27T23:59:59.0000
TA|O45A|40.248901|-87.724403|208.0|Potomac, IL, USA|2011-10-17T00:00:00.0000|2013-07-11T23:59:59.0000
TA|O47A|40.236099|-86.174202|278.0|Sheridan, IN, USA|2011-10-21T00:00:00.0000|2013-07-13T23:59:59.0000
TA|O48A|40.257099|-85.155296|300.0|Farmland, IN, USA|2012-06-21T00:00:00.0000|2014-07-24T23:59:59.0000
TA|O48A|40.257099|-85.155296|300.0|Farmland, IN, USA|2014-07-25T00:00:00.0000|2016-01-11T23:59:59.0000
TA|O48B|40.257099|-85.155296|300.0|Farmland, IN, USA|2016-01-12T00:00:00.0000|2019-02-12T23:59:59.0000
TA|O49A|40.188|-84.335297|292.0|Covington, OH, USA|2012-06-21T00:00:00.0000|2014-05-08T23:59:59.0000
TA|O50A|40.146801|-83.619904|399.0|Cable, OH, USA|2012-06-15T00:00:00.0000|2014-06-02T23:59:59.0000
TA|O51A|40.146999|-82.605598|380.0|Pataskala, OH, USA|2012-08-24T00:00:00.0000|2014-11-27T23:59:59.0000
TA|O52A|40.115799|-81.836098|331.0|Adamsville, OH, USA|2012-08-25T00:00:00.0000|2014-12-01T23:59:59.0000
TA|O53A|40.249298|-81.212898|320.0|New Philadelphia, OH, USA|2012-12-13T00:00:00.0000|2018-09-27T23:59:59.0000
TA|O54A|40.182098|-80.3778|357.0|Avella, PA, USA|2012-12-14T00:00:00.0000|2014-11-24T23:59:59.0000
TA|O55A|40.2076|-79.3041|469.0|Ligonier, PA, USA|2012-12-15T00:00:00.0000|2014-11-15T23:59:59.0000
TA|O56A|40.268299|-78.566299|684.0|Blue Knob State Park, Imler, PA, USA|2010-11-05T00:00:00.0000|2016-04-14T23:59:59.0000
TA|O57A|40.2104|-77.635399|377.0|Amberson, PA, USA|2013-05-22T00:00:00.0000|2015-05-07T23:59:59.0000
TA|O58A|40.1231|-76.922798|321.0|Lewisberry, PA, USA|2013-06-15T00:00:00.0000|2015-05-07T23:59:59.0000
TA|O59A|40.311401|-76.185898|334.0|Robesonia, PA, USA|2013-04-28T00:00:00.0000|2015-05-21T23:59:59.0000
TA|O60A|40.317699|-75.404999|70.0|Telford, PA, USA|2013-04-28T00:00:00.0000|2015-05-22T23:59:59.0000
TA|O61A|40.093399|-74.553001|38.0|Allentown, NJ, USA|2013-05-29T00:00:00.0000|2015-05-27T23:59:59.0000
TA|P45A|39.527699|-87.743896|193.0|Graceland, Paris, IL, USA|2011-11-16T00:00:00.0000|2013-07-11T23:59:59.0000
TA|P46A|39.617802|-87.206703|194.0|Rosedale, IN, USA|2011-10-22T00:00:00.0000|2013-12-20T23:59:59.0000
TA|P47A|39.4869|-86.269897|246.0|Martinsville, IN, USA|2011-10-19T00:00:00.0000|2013-07-16T23:59:59.0000
TA|P48A|39.460499|-85.425797|300.0|Milroy, IN, USA|2012-06-25T00:00:00.0000|2014-05-02T23:59:59.0000
TA|P49A|39.534199|-84.7164|272.0|Miami Univ. Ecology Research Center, OH, USA|2012-06-29T00:00:00.0000|2018-11-27T23:59:59.0000
TA|P50A|39.608601|-83.798798|318.0|Jamestown, OH, USA|2012-06-19T00:00:00.0000|2014-06-01T23:59:59.0000
TA|P51A|39.4818|-83.060097|211.0|Williamsport, OH, USA|2012-07-23T00:00:00.0000|2014-12-01T23:59:59.0000
TA|P52A|39.633701|-82.1325|293.0|Corning, OH, USA|2012-07-24T00:00:00.0000|2018-09-27T23:59:59.0000
TA|P53A|39.486801|-81.389603|270.0|Whipple, OH, USA|2012-08-27T00:00:00.0000|2014-11-24T23:59:59.0000
TA|P54A|39.602001|-80.479599|473.0|Burton, WV, USA|2013-01-27T00:00:00.0000|2014-11-16T23:59:59.0000
TA|P55A|39.507801|-79.8265|551.0|Reedsville, WV, USA|2012-12-14T00:00:00.0000|2014-11-19T23:59:59.0000
TA|P56A|39.504398|-78.8386|249.0|Dayton Farm, Ripley, WV, USA|2013-05-22T00:00:00.0000|2015-05-05T23:59:59.0000
TA|P57A|39.483501|-78.012604|191.0|Homestead Farm, Martinsburg, WV, USA|2013-05-21T00:00:00.0000|2015-05-05T23:59:59.0000
TA|P58A|39.489101|-77.300499|139.0|Pank, Wackersville, MD, USA|2013-06-29T00:00:00.0000|2015-02-16T23:59:59.0000
TA|P59A|39.6101|-76.432701|157.0|Jarrettsville, MD, USA|2013-04-27T00:00:00.0000|2015-05-12T23:59:59.0000
TA|P60A|39.811298|-75.635803|105.0|Greenville, DE, USA|2013-04-28T00:00:00.0000|2016-02-01T23:59:59.0000
TA|P61A|39.673401|-74.791901|22.0|Hammonton, NJ, USA|2013-05-29T00:00:00.0000|2015-02-12T23:59:59.0000
TA|Q46A|39.023102|-87.357498|164.0|CEJHS Indians, Carlisle, IN, USA|2011-11-08T00:00:00.0000|2013-07-11T23:59:59.0000
TA|Q47A|38.936199|-86.426102|230.0|Bedord North Lawrence Stars, Bedford, IN, USA|2011-11-07T00:00:00.0000|2013-07-14T23:59:59.0000
TA|Q48A|38.929501|-85.731102|185.0|North Vernon, IN, USA|2012-06-23T00:00:00.0000|2014-05-03T23:59:59.0000
TA|Q49A|39.005001|-84.895599|264.0|Aurora, IN, USA|2012-06-24T00:00:00.0000|2014-05-03T23:59:59.0000
TA|Q50A|38.843601|-83.978996|262.0|Georgetown, OH, USA|2012-06-24T00:00:00.0000|2014-05-02T23:59:59.0000
TA|Q51A|39.026001|-83.345596|362.0|Peebles, OH, USA|2012-06-26T00:00:00.0000|2014-05-21T23:59:59.0000
TA|Q52A|38.9622|-82.266899|228.0|Bidwell, OH, USA|2012-08-26T00:00:00.0000|2014-12-01T23:59:59.0000
TA|Q53A|38.858601|-81.525101|310.0|Leroy, WV, USA|2013-02-27T00:00:00.0000|2015-04-29T23:59:59.0000
TA|Q54A|38.983601|-80.833801|254.0|Coxs Mills, WV, USA|2013-01-28T00:00:00.0000|2014-12-08T23:59:59.0000
TA|Q55A|38.995201|-80.0812|657.0|Buckhannon, WV, USA|2012-12-17T00:00:00.0000|2014-12-05T23:59:59.0000
TA|Q56A|39.0401|-79.187103|430.0|Snyder Ridge, Maysville, WV, USA|2013-05-23T00:00:00.0000|2015-05-05T23:59:59.0000
TA|Q57A|39.035301|-78.410698|324.0|Strasburg, VA, USA|2013-04-25T00:00:00.0000|2015-05-05T23:59:59.0000
TA|Q58A|38.941299|-77.681999|182.0|Fox Den Farm, The Plains, VA, USA|2013-06-21T00:00:00.0000|2015-05-06T23:59:59.0000
TA|Q59A|38.864399|-76.6548|34.0|Harwood, MD, USA|2013-04-19T00:00:00.0000|2015-04-22T23:59:59.0000
TA|Q60A|39.001598|-75.842903|14.0|Greensboro, MD, USA|2013-05-28T00:00:00.0000|2015-02-13T23:59:59.0000
TA|Q61A|38.879902|-75.3256|5.0|Milford, DE, USA|2013-05-28T00:00:00.0000|2016-02-01T23:59:59.0000
TA|R46A|38.212399|-87.511398|164.0|Gibon Southern Titans, Haubstabt, IN, USA|2011-11-14T00:00:00.0000|2013-07-12T23:59:59.0000
TA|R47A|38.2957|-86.527|181.0|Wooly Knot Farm, English, IN, USA|2011-11-25T00:00:00.0000|2013-07-14T23:59:59.0000
TA|R48A|38.400101|-85.871399|243.0|Northridge Ranch, Floyd Knobs, IN, USA|2011-12-09T00:00:00.0000|2013-07-18T23:59:59.0000
TA|R49A|38.291599|-85.171402|251.0|Shelbyville, KY, USA|2012-06-06T00:00:00.0000|2014-04-23T23:59:59.0000
TA|R50A|38.281601|-84.3274|255.0|Paris, KY, USA|2012-06-17T00:00:00.0000|2014-04-23T23:59:59.0000
TA|R51A|38.300098|-83.583397|231.0|Hillsboro, KY, USA|2012-06-27T00:00:00.0000|2014-04-23T23:59:59.0000
TA|R52A|38.336601|-82.644302|300.0|Catlettsburg, KY, USA|2012-06-28T00:00:00.0000|2014-04-24T23:59:59.0000
TA|R53A|38.3307|-81.952202|294.0|Hurricane, WV, USA|2013-01-13T00:00:00.0000|2014-12-09T23:59:59.0000
TA|R54A|38.190899|-80.990402|512.0|Victor, WV, USA|2013-01-12T00:00:00.0000|2015-04-27T23:59:59.0000
TA|R55A|38.282501|-80.119499|833.0|Marlinton, WV, USA|2013-01-20T00:00:00.0000|2015-05-01T23:59:59.0000
TA|R56A|38.407101|-79.403099|902.0|Bull Pasture Mountain, McDowell, VA, USA|2013-06-22T00:00:00.0000|2015-05-09T23:59:59.0000
TA|R57A|38.297001|-78.523201|230.0|Stanardsville, VA, USA|2013-04-25T00:00:00.0000|2015-04-27T23:59:59.0000
TA|R58A|38.298901|-78.003403|184.0|Rapidan, VA, USA|2013-04-17T00:00:00.0000|2015-04-15T23:59:59.0000
TA|R58B|37.9636|-77.8787|116.0|Mineral, VA, USA|2012-08-02T00:00:00.0000|2015-04-28T23:59:59.0000
TA|R59A|38.2005|-77.116402|35.0|King George, VA, USA|2013-04-16T00:00:00.0000|2015-04-21T23:59:59.0000
TA|R60A|38.268398|-76.580704|33.0|Leonardtown, MD, USA|2013-04-18T00:00:00.0000|2015-04-22T23:59:59.0000
TA|R61A|38.330299|-75.338997|76.0|Willards, MD, USA|2013-05-27T00:00:00.0000|2015-02-09T23:59:59.0000
TA|S46A|37.684898|-87.715302|125.0|Don Dixon Farm, Corydon, KY, USA|2011-11-24T00:00:00.0000|2013-07-19T23:59:59.0000
TA|S47A|37.594601|-86.877899|181.0|Hartford, KY, USA|2012-06-07T00:00:00.0000|2013-07-19T23:59:59.0000
TA|S48A|37.657398|-86.0569|238.0|Wiedeman Farm, Cecilia, KY, USA|2011-12-08T00:00:00.0000|2013-07-18T23:59:59.0000
TA|S49A|37.784901|-85.287498|230.0|Springfield, KY, USA|2012-06-08T00:00:00.0000|2014-04-20T23:59:59.0000
TA|S50A|37.679001|-84.400299|300.0|Richmond, KY, USA|2012-06-05T00:00:00.0000|2014-04-20T23:59:59.0000
TA|S51A|37.639198|-83.593498|286.0|Beattyville, KY, USA|2012-05-17T00:00:00.0000|2014-04-21T23:59:59.0000
TA|S52A|37.6791|-83.0784|367.0|Salyersville, KY, USA|2012-05-16T00:00:00.0000|2014-04-21T23:59:59.0000
TA|S53A|37.681499|-82.126404|564.0|Williamson, WV, USA|2013-01-15T00:00:00.0000|2014-12-07T23:59:59.0000
TA|S54A|37.799702|-81.311401|636.0|Dingess, Beckley, WV, USA|2013-05-17T00:00:00.0000|2015-04-28T23:59:59.0000
TA|S55A|37.7724|-80.501297|647.0|Lewisburg, WV, USA|2013-01-29T00:00:00.0000|2014-12-12T23:59:59.0000
TA|S56A|37.677101|-79.5662|449.0|Natural Bridge, VA, USA|2013-04-03T00:00:00.0000|2015-04-30T23:59:59.0000
TA|S57A|37.760502|-78.953598|264.0|Dark Hollow, Roseland, VA, USA|2013-03-28T00:00:00.0000|2015-04-28T23:59:59.0000
TA|S58A|37.612598|-78.051102|96.0|Poland Farm, Powhatan, VA, USA|2013-04-04T00:00:00.0000|2015-04-24T23:59:59.0000
TA|S59A|37.762001|-77.294197|40.0|Mechanicsville, VA, USA|2013-04-12T00:00:00.0000|2015-04-23T23:59:59.0000
TA|S60A|37.705502|-76.653503|36.0|Water View, VA, USA|2013-04-15T00:00:00.0000|2015-04-23T23:59:59.0000
TA|S61A|37.680401|-75.672699|58.0|Accomac, VA, USA|2013-05-27T00:00:00.0000|2015-02-09T23:59:59.0000
TA|SFIN|40.379002|-87.096703|165.0|Lafayette, IN, USA|2008-10-09T00:00:00.0000|2018-08-15T23:59:59.0000
TA|T46A|37.041698|-87.894096|169.0|Princeton, KY, USA|2011-11-18T00:00:00.0000|2013-07-23T23:59:59.0000
